2114 64 1083 1738 1175 
17 47 707 1843 2323 
17 47 707 1299 2323 
1453 33 175 7 15 
35 59 135 5 150 
35 59 66 1 150 
2114 63 2469 983 460 
1571 27 1 67 21 
35 59 135 5 150 
2467 27 1 323 71 
2114 51 531 63 16 
1453 33 175 3 15 
2467 27 20 1028 71 
37 23 170 5 1379 
2467 27 1 819 71 
2467 26 20 1028 71 
2114 37 2211 658 1258 
2114 64 2146 658 1258 
2114 63 2184 983 460 
2114 64 2147 658 1258 
2114 35 2195 15 1443 
2114 35 2195 15 675 
1203 7 175 3 15 
2467 26 20 1028 71 
2467 27 20 1028 71 
37 23 170 5 1379 
2114 64 1083 1738 1175 
17 53 915 1843 1475 
2467 27 98 1028 71 
2114 35 2195 15 1443 
1986 64 1083 525 15 
17 47 707 1555 2323 
2114 64 2211 15 979 
2114 35 2458 1289 693 
2114 51 531 63 15 
17 64 2451 15 23 
2178 63 179 1043 15 
2114 58 175 1043 15 
2114 64 2211 1033 1112 
2114 63 2184 15 525 
12 10 915 1843 1475 
2114 0 175 1043 15 
2114 64 1083 531 15 
2114 64 1147 525 15 
135 61 3 1827 119 
2498 64 1083 778 15 
2498 64 1083 778 15 
17 67 707 1843 2383 
2114 64 1083 1929 15 
2465 64 1083 778 15 
2114 15 2184 585 1064 
2114 63 2184 7 474 
135 61 3 1827 119 
2114 5 1851 15 686 
17 64 2451 15 23 
1203 7 175 3 15 
1571 27 1 67 21 
2114 35 1204 15 531 
2371 64 1147 525 15 
2114 64 2205 1033 1112 
17 53 1018 1843 1475 
2114 35 2195 15 675 
2114 64 2211 1033 1112 
2114 35 1971 15 531 
2114 51 531 63 15 
135 60 11 1043 13 
2114 64 1083 1929 15 
2114 19 2469 15 531 
2114 60 5 1043 95 
17 47 707 1843 2323 
2114 63 179 1043 15 
2497 64 891 525 15 
2467 27 98 1028 71 
2498 64 1083 713 15 
2476 64 1083 525 15 
2114 15 2211 585 1064 
2114 35 2195 15 525 
2114 5 1851 15 686 
2483 64 1467 778 15 
2114 64 979 1787 1175 
2114 64 1083 531 15 
2498 64 1083 713 15 
2114 51 531 63 16 
2114 64 2339 658 1258 
2114 60 5 1298 95 
2114 63 2184 7 474 
2178 63 179 1043 15 
2114 63 2211 15 525 
2114 5 2202 15 686 
2114 63 179 1093 15 
135 60 11 1043 13 
2114 60 2211 655 979 
2114 35 2195 15 525 
2114 35 2451 15 531 
2114 64 2211 15 979 
2114 63 2211 15 525 
2114 63 2184 7 985 
2114 63 2184 15 525 
17 10 915 1843 1475 
2114 64 2442 15 979 
